Source,Target,Weight,Type
Female_Elise_11,Female_Elise_4,17,undirected
Female_Elise_11,Female_Elise_8,13,undirected
Female_Elise_11,Female_Emma_11,2,undirected
Female_Elise_11,Female_Emma_6,2,undirected
Female_Elise_11,Female_Emma_9,8,undirected
Female_Elise_11,Female_Gräfin Laßwitz_11,2,undirected
Female_Elise_11,Female_Gräfin Laßwitz_4,2,undirected
Female_Elise_11,Male_Graf Marko Laßwitz_4,18,undirected
Female_Elise_4,Female_Elise_11,17,undirected
Female_Elise_4,Female_Elise_8,23,undirected
Female_Elise_4,Female_Emma_11,12,undirected
Female_Elise_4,Female_Emma_6,11,undirected
Female_Elise_4,Female_Emma_9,3,undirected
Female_Elise_4,Female_Gräfin Laßwitz_4,12,undirected
Female_Elise_4,Male_Graf Marko Laßwitz_4,23,undirected
Female_Elise_4,Male_Graf Marko Laßwitz_7,2,undirected
Female_Elise_8,Female_Elise_11,13,undirected
Female_Elise_8,Female_Elise_4,23,undirected
Female_Elise_8,Female_Elise_8,6,undirected
Female_Elise_8,Female_Emma_11,5,undirected
Female_Elise_8,Female_Emma_6,4,undirected
Female_Elise_8,Female_Emma_9,2,undirected
Female_Elise_8,Female_Gräfin Laßwitz_4,5,undirected
Female_Elise_8,Male_Graf Marko Laßwitz_4,21,undirected
Female_Emma_1,Female_Emma_2,17,undirected
Female_Emma_1,Female_Emma_8,2,undirected
Female_Emma_1,Female_Gräfin Laßwitz_1,4,undirected
Female_Emma_1,Female_Gräfin Laßwitz_3,20,undirected
Female_Emma_1,Female_Gräfin Laßwitz_6,2,undirected
Female_Emma_1,Male_Graf Marko Laßwitz_3,3,undirected
Female_Emma_1,Male_Graf Marko Laßwitz_5,1,undirected
Female_Emma_1,Male_Graf Marko Laßwitz_8,18,undirected
Female_Emma_1,Male_Graf Rüdiger_2,7,undirected
Female_Emma_10,Female_Emma_2,3,undirected
Female_Emma_10,Female_Emma_8,5,undirected
Female_Emma_10,Female_Gräfin Laßwitz_3,9,undirected
Female_Emma_10,Male_Graf Marko Laßwitz_10,14,undirected
Female_Emma_10,Male_Graf Marko Laßwitz_11,16,undirected
Female_Emma_10,Male_Graf Marko Laßwitz_8,2,undirected
Female_Emma_10,Male_Graf Rüdiger_3,2,undirected
Female_Emma_10,Male_Graf Rüdiger_9,2,undirected
Female_Emma_11,Female_Elise_11,2,undirected
Female_Emma_11,Female_Elise_4,12,undirected
Female_Emma_11,Female_Elise_8,5,undirected
Female_Emma_11,Female_Emma_6,1,undirected
Female_Emma_11,Female_Gräfin Laßwitz_11,10,undirected
Female_Emma_11,Male_Graf Marko Laßwitz_4,11,undirected
Female_Emma_11,Male_Graf Marko Laßwitz_7,1,undirected
Female_Emma_11,Male_Graf Rüdiger_3,9,undirected
Female_Emma_2,Female_Emma_1,17,undirected
Female_Emma_2,Female_Emma_10,3,undirected
Female_Emma_2,Female_Emma_5,1,undirected
Female_Emma_2,Female_Gräfin Laßwitz_1,9,undirected
Female_Emma_2,Female_Gräfin Laßwitz_2,8,undirected
Female_Emma_2,Male_Graf Marko Laßwitz_8,1,undirected
Female_Emma_2,Male_Graf Rüdiger_2,18,undirected
Female_Emma_2,Male_Graf Rüdiger_9,8,undirected
Female_Emma_3,Female_Emma_5,28,undirected
Female_Emma_3,Female_Emma_8,1,undirected
Female_Emma_3,Female_Gräfin Laßwitz_3,6,undirected
Female_Emma_3,Male_Graf Marko Laßwitz_3,1,undirected
Female_Emma_3,Male_Graf Marko Laßwitz_5,12,undirected
Female_Emma_3,Male_Graf Marko Laßwitz_8,2,undirected
Female_Emma_5,Female_Emma_2,1,undirected
Female_Emma_5,Female_Emma_3,28,undirected
Female_Emma_5,Female_Gräfin Laßwitz_1,8,undirected
Female_Emma_5,Female_Gräfin Laßwitz_2,16,undirected
Female_Emma_5,Female_Gräfin Laßwitz_6,4,undirected
Female_Emma_5,Male_Graf Marko Laßwitz_5,23,undirected
Female_Emma_6,Female_Elise_11,2,undirected
Female_Emma_6,Female_Elise_4,11,undirected
Female_Emma_6,Female_Elise_8,4,undirected
Female_Emma_6,Female_Emma_11,1,undirected
Female_Emma_6,Male_Graf Marko Laßwitz_4,12,undirected
Female_Emma_6,Male_Graf Marko Laßwitz_6,1,undirected
Female_Emma_8,Female_Emma_1,2,undirected
Female_Emma_8,Female_Emma_10,5,undirected
Female_Emma_8,Female_Emma_3,1,undirected
Female_Emma_8,Female_Gräfin Laßwitz_1,14,undirected
Female_Emma_8,Female_Gräfin Laßwitz_3,3,undirected
Female_Emma_8,Female_Gräfin Laßwitz_6,1,undirected
Female_Emma_8,Male_Graf Marko Laßwitz_10,16,undirected
Female_Emma_8,Male_Graf Marko Laßwitz_11,2,undirected
Female_Emma_8,Male_Graf Marko Laßwitz_8,6,undirected
Female_Emma_9,Female_Elise_11,8,undirected
Female_Emma_9,Female_Elise_4,3,undirected
Female_Emma_9,Female_Elise_8,2,undirected
Female_Emma_9,Female_Gräfin Laßwitz_2,1,undirected
Female_Emma_9,Female_Gräfin Laßwitz_4,1,undirected
Female_Emma_9,Female_Gräfin Laßwitz_9,11,undirected
Female_Emma_9,Male_Graf Marko Laßwitz_4,7,undirected
Female_Emma_9,Male_Graf Marko Laßwitz_6,23,undirected
Female_Gräfin Laßwitz_1,Female_Emma_1,4,undirected
Female_Gräfin Laßwitz_1,Female_Emma_2,9,undirected
Female_Gräfin Laßwitz_1,Female_Emma_5,8,undirected
Female_Gräfin Laßwitz_1,Female_Emma_8,14,undirected
Female_Gräfin Laßwitz_1,Female_Gräfin Laßwitz_11,7,undirected
Female_Gräfin Laßwitz_1,Male_Graf Marko Laßwitz_11,2,undirected
Female_Gräfin Laßwitz_1,Male_Graf Marko Laßwitz_3,7,undirected
Female_Gräfin Laßwitz_1,Male_Graf Marko Laßwitz_8,6,undirected
Female_Gräfin Laßwitz_11,Female_Elise_11,2,undirected
Female_Gräfin Laßwitz_11,Female_Emma_11,10,undirected
