Source,Target,Weight,Type
Female_Claudine_1,Female_Melanie_1,4,undirected
Female_Claudine_1,Male_Graf Hector Berg_3,4,undirected
Female_Claudine_1,Male_Graf Turnau_2,2,undirected
Female_Claudine_2,Female_Gräfin Nordheim_3,1,undirected
Female_Claudine_2,Female_Melanie_2,1,undirected
Female_Claudine_2,Male_Graf Lazáry_2,5,undirected
Female_Claudine_2,Male_Kurt_2,2,undirected
Female_Gräfin Nordheim_1,Female_Gräfin Nordheim_3,3,undirected
Female_Gräfin Nordheim_1,Female_Sarah_2,1,undirected
Female_Gräfin Nordheim_1,Male_Paul_3,3,undirected
Female_Gräfin Nordheim_2,Female_Gräfin Nordheim_3,2,undirected
Female_Gräfin Nordheim_2,Female_Therese_2,1,undirected
Female_Gräfin Nordheim_2,Male_Paul_2,4,undirected
Female_Gräfin Nordheim_3,Female_Claudine_2,1,undirected
Female_Gräfin Nordheim_3,Female_Gräfin Nordheim_1,3,undirected
Female_Gräfin Nordheim_3,Female_Gräfin Nordheim_2,2,undirected
Female_Gräfin Nordheim_3,Female_Gräfin von Thal_1,3,undirected
Female_Gräfin Nordheim_3,Female_Gräfin von Thal_2,1,undirected
Female_Gräfin Nordheim_3,Male_Paul_3,3,undirected
Female_Gräfin von Thal_1,Female_Gräfin Nordheim_3,3,undirected
Female_Gräfin von Thal_1,Female_Gräfin von Thal_2,5,undirected
Female_Gräfin von Thal_1,Female_Sarah_3,3,undirected
Female_Gräfin von Thal_1,Male_Graf Hochburg_1,2,undirected
Female_Gräfin von Thal_1,Male_Robert_3,2,undirected
Female_Gräfin von Thal_2,Female_Gräfin Nordheim_3,1,undirected
Female_Gräfin von Thal_2,Female_Gräfin von Thal_1,5,undirected
Female_Gräfin von Thal_2,Female_Melanie_2,5,undirected
Female_Melanie_1,Female_Claudine_1,4,undirected
Female_Melanie_1,Female_Sarah_3,3,undirected
Female_Melanie_1,Male_Graf Turnau_2,1,undirected
Female_Melanie_2,Female_Claudine_2,1,undirected
Female_Melanie_2,Female_Gräfin von Thal_2,5,undirected
Female_Melanie_2,Male_Robert_2,2,undirected
Female_Sarah_1,Female_Sarah_2,2,undirected
Female_Sarah_1,Female_Sarah_3,6,undirected
Female_Sarah_1,Male_Paul_3,4,undirected
Female_Sarah_1,Male_Robert_1,1,undirected
Female_Sarah_2,Female_Gräfin Nordheim_1,1,undirected
Female_Sarah_2,Female_Sarah_1,2,undirected
Female_Sarah_2,Female_Sarah_3,4,undirected
Female_Sarah_2,Male_Paul_2,1,undirected
Female_Sarah_3,Female_Gräfin von Thal_1,3,undirected
Female_Sarah_3,Female_Melanie_1,3,undirected
Female_Sarah_3,Female_Sarah_1,6,undirected
Female_Sarah_3,Female_Sarah_2,4,undirected
Female_Sarah_3,Male_Graf Hochburg_3,5,undirected
Female_Sarah_3,Male_Paul_2,2,undirected
Female_Sarah_3,Male_Robert_3,3,undirected
Female_Therese_1,Female_Therese_2,2,undirected
Female_Therese_1,Female_Therese_3,2,undirected
Female_Therese_1,Male_Graf Hochburg_1,2,undirected
Female_Therese_1,Male_Graf Hochburg_2,4,undirected
Female_Therese_1,Male_Graf Hochburg_3,4,undirected
Female_Therese_1,Male_Robert_1,6,undirected
Female_Therese_1,Male_Robert_2,2,undirected
Female_Therese_2,Female_Gräfin Nordheim_2,1,undirected
Female_Therese_2,Female_Therese_1,2,undirected
Female_Therese_2,Male_Paul_2,6,undirected
Female_Therese_2,Male_Robert_2,1,undirected
Female_Therese_3,Female_Therese_1,2,undirected
Female_Therese_3,Male_Graf Hector Berg_2,2,undirected
Female_Therese_3,Male_Paul_2,3,undirected
Male_Franz_2,Male_Franz_3,6,undirected
Male_Franz_2,Male_Graf Hector Berg_2,5,undirected
