Source,Target,Weight,Type
M_Ohne Liebe_Graf Marko Laßwitz,F_Ohne Liebe_Gräfin Laßwitz,111,undirected
M_Ohne Liebe_Graf Marko Laßwitz,M_Die Selbstsüchtigen_Gabriel,57,undirected
M_Ohne Liebe_Graf Marko Laßwitz,M_Die Veilchen_Graf Sigmund Andlau,8,undirected
M_Ohne Liebe_Graf Rüdiger,F_Die Selbstsüchtigen_Gräfin Mathilde,3,undirected
M_Ohne Liebe_Graf Rüdiger,F_Die Veilchen_Gräfin Franziska Andlau,17,undirected
M_Ohne Liebe_Graf Rüdiger,F_Die Veilchen_Gräfin Platen,38,undirected
M_Ohne Liebe_Graf Rüdiger,F_Ohne Liebe_Emma,83,undirected
M_Ohne Liebe_Graf Rüdiger,F_Ohne Liebe_Gräfin Laßwitz,17,undirected
M_Ohne Liebe_Graf Rüdiger,M_Das Waldfräulein_Graf Lazáry,10,undirected
M_Ohne Liebe_Graf Rüdiger,M_Das Waldfräulein_Paul,19,undirected
M_Ohne Liebe_Graf Rüdiger,M_Die Selbstsüchtigen_Graf Steinberg,13,undirected
