Source,Target,Weight,Type
Female_Emma_1,Female_Emma_3,2,undirected
Female_Emma_1,Female_Gräfin Mathilde_1,5,undirected
Female_Emma_1,Female_Gräfin Mathilde_3,3,undirected
Female_Emma_2,Female_Emma_3,6,undirected
Female_Emma_2,Male_Graf Steinberg_1,3,undirected
Female_Emma_2,Male_Graf Steinberg_2,2,undirected
Female_Emma_2,Male_Petermann_2,1,undirected
Female_Emma_3,Female_Emma_1,2,undirected
Female_Emma_3,Female_Emma_2,6,undirected
Female_Emma_3,Female_Gräfin Mathilde_3,5,undirected
Female_Emma_3,Male_Gabriel_3,1,undirected
Female_Emma_3,Male_Graf Steinberg_1,3,undirected
Female_Gräfin Mathilde_1,Female_Emma_1,5,undirected
Female_Gräfin Mathilde_1,Female_Gräfin Mathilde_2,6,undirected
Female_Gräfin Mathilde_1,Female_Gräfin Mathilde_3,1,undirected
Female_Gräfin Mathilde_1,Male_Gabriel_1,2,undirected
Female_Gräfin Mathilde_1,Male_Gabriel_2,1,undirected
Female_Gräfin Mathilde_2,Female_Gräfin Mathilde_1,6,undirected
Female_Gräfin Mathilde_2,Male_Graf Steinberg_1,1,undirected
Female_Gräfin Mathilde_2,Male_Graf Steinberg_3,4,undirected
Female_Gräfin Mathilde_3,Female_Emma_1,3,undirected
Female_Gräfin Mathilde_3,Female_Emma_3,5,undirected
Female_Gräfin Mathilde_3,Female_Gräfin Mathilde_1,1,undirected
Male_Gabriel_1,Female_Gräfin Mathilde_1,2,undirected
Male_Gabriel_1,Male_Gabriel_2,6,undirected
Male_Gabriel_1,Male_Gabriel_3,4,undirected
Male_Gabriel_2,Female_Gräfin Mathilde_1,1,undirected
Male_Gabriel_2,Male_Gabriel_1,6,undirected
Male_Gabriel_2,Male_Gabriel_3,5,undirected
Male_Gabriel_3,Female_Emma_3,1,undirected
Male_Gabriel_3,Male_Gabriel_1,4,undirected
Male_Gabriel_3,Male_Gabriel_2,5,undirected
Male_Gabriel_3,Male_Petermann_3,1,undirected
Male_Graf Steinberg_1,Female_Emma_2,3,undirected
Male_Graf Steinberg_1,Female_Emma_3,3,undirected
Male_Graf Steinberg_1,Female_Gräfin Mathilde_2,1,undirected
Male_Graf Steinberg_1,Male_Graf Steinberg_2,6,undirected
Male_Graf Steinberg_1,Male_Graf Steinberg_3,1,undirected
Male_Graf Steinberg_2,Female_Emma_2,2,undirected
Male_Graf Steinberg_2,Male_Graf Steinberg_1,6,undirected
Male_Graf Steinberg_2,Male_Graf Steinberg_3,5,undirected
Male_Graf Steinberg_3,Female_Gräfin Mathilde_2,4,undirected
Male_Graf Steinberg_3,Male_Graf Steinberg_1,1,undirected
Male_Graf Steinberg_3,Male_Graf Steinberg_2,5,undirected
Male_Graf Steinberg_3,Male_Petermann_1,1,undirected
Male_Petermann_1,Male_Graf Steinberg_3,1,undirected
Male_Petermann_1,Male_Petermann_2,5,undirected
Male_Petermann_1,Male_Petermann_3,6,undirected
Male_Petermann_2,Female_Emma_2,1,undirected
Male_Petermann_2,Male_Petermann_1,5,undirected
Male_Petermann_2,Male_Petermann_3,4,undirected
Male_Petermann_3,Male_Gabriel_3,1,undirected
Male_Petermann_3,Male_Petermann_1,6,undirected
Male_Petermann_3,Male_Petermann_2,4,undirected
